Order Reference	Order Reference	Order Date	Customer	Salesperson	Activities	Company	Total	Invoice Status
VSO/2500130	Instashop Orders 22/10/2025	2025-10-27 19:32:39	Customer Via Instashop	Finance		Velocity International Trading LLC	1,728.820	Fully Invoiced
VSO/2500144	Careem Order:133779044	2025-10-27 19:22:07	Customer Via Careem	Finance		Velocity International Trading LLC	75.950	Fully Invoiced
VSO/2500092		2025-10-27 19:06:59	Reeflections Fish & Live Animal Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,150.000	Fully Invoiced
VSO/2500088	Reflections	2025-10-27 19:04:26	Reeflections Fish & Live Animal Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,150.000	Fully Invoiced
VSO/2500084	Mr.Nief Order	2025-10-27 18:50:20	Cash Customer	Finance		Velocity International Trading LLC	2,457.000	Fully Invoiced
VSO/2500115	Manual Order By Dawood	2025-10-27 18:18:00	The Pet Stop Trading LLC	Finance		Velocity International Trading LLC	189.000	Fully Invoiced
VSO/2500159	Careem Order No: 134156889	2025-10-27 18:13:07	Customer Via Careem	Finance		Velocity International Trading LLC	108.000	Fully Invoiced
VSO/2500180	Manual order	2025-10-27 17:30:41	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	1,959.220	Fully Invoiced
VSO/2500243	NNFANNNE7P8H4CUA - 0617	2025-10-27 16:49:13	Customer Via Now Now	Orders & Dispatch		Velocity International Trading LLC	34.000	Fully Invoiced
VSO/2500242	NNFALNNO4EEED8FA - 3660	2025-10-27 16:44:40	Customer Via Now Now	Orders & Dispatch		Velocity International Trading LLC	114.990	Fully Invoiced
VSO/2500241	NNFA9NNT7550E6BA - 0324	2025-10-27 16:42:42	Customer Via Now Now	Orders & Dispatch		Velocity International Trading LLC	98.000	Fully Invoiced
VSO/2500239	Mr.Shithin	2025-10-27 14:32:53	Cash Customer	Finance		Velocity International Trading LLC	157.500	Fully Invoiced
VSO/2500238	10456898	2025-10-27 10:58:58	Pets on click	Orders & Dispatch		Velocity International Trading LLC	449.980	Fully Invoiced
VSO/2500236	10456900	2025-10-27 10:51:36	AQUARIUM LIVES CENTRE - SOLE PROPRIETORSHIP L.L.C. - BRANCH	Orders & Dispatch		Velocity International Trading LLC	462.910	Fully Invoiced
VSO/2500133	PO 9411780550167 ASN A04014843PN	2025-10-25 17:34:06	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	11,698.930	Fully Invoiced
VSO/2500235	#10456901	2025-10-25 14:36:29	Haiwanati Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	367.500	Fully Invoiced
VSO/2500232	Sep 27th to Oct 11th 2025	2025-10-24 21:52:05	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	38,267.500	Fully Invoiced
VSO/2500091	Manual order	2025-10-24 19:42:25	Iris Pet Animal Accessories LLC - Branch	Orders & Dispatch		Velocity International Trading LLC	440.060	Fully Invoiced
VSO/2500098	PO 9411727789586 ASN NO A04029438PN	2025-10-24 18:55:28	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	24,759.720	Fully Invoiced
VSO/2500086	9411934327332	2025-10-24 18:48:10	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	1,536.270	Fully Invoiced
VSO/2500081	PO 9411412632794	2025-10-24 18:43:37	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	1,348.290	Fully Invoiced
VSO/2500168	#10456883	2025-10-24 18:30:31	Transnet General Trading LLC	Orders & Dispatch		Velocity International Trading LLC	506.710	Fully Invoiced
VSO/2500160	10456878	2025-10-24 18:01:39	Pet Zone LLC	Orders & Dispatch		Velocity International Trading LLC	43,848.440	Fully Invoiced
VSO/2500085	287285510400092 ASN A04011638PN	2025-10-24 17:59:20	Bandidos Retail LLC	Orders & Dispatch		Velocity International Trading LLC	16,547.900	Fully Invoiced
VSO/2500079	Manual order	2025-10-24 17:50:27	BPK Global Trading LLC	Orders & Dispatch		Velocity International Trading LLC	9,555.000	Fully Invoiced
VSO/2500036	WS Order #10456875	2025-10-24 17:45:35	Luxury Pets Grooming LLC	Orders & Dispatch		Velocity International Trading LLC	1,035.690	Fully Invoiced
VSO/2500177	#10456897	2025-10-24 16:43:43	Transnet General Trading LLC	Orders & Dispatch		Velocity International Trading LLC	549.990	Fully Invoiced
VSO/2500176	10456896	2025-10-24 16:29:11	Pets Lounge Pets Grooming LLC	Orders & Dispatch		Velocity International Trading LLC	2,713.200	Fully Invoiced
VSO/2500175	10456894	2025-10-24 16:26:24	Aqua Pets Dreams Aquatic & Live Animals Trading LLC	Orders & Dispatch		Velocity International Trading LLC	1,295.030	Fully Invoiced
VSO/2500174	10456893	2025-10-24 16:23:43	Pet Magnet	Orders & Dispatch		Velocity International Trading LLC	630.000	Fully Invoiced
VSO/2500167	Instashop Cash Orders  23/10/2025	2025-10-24 16:22:27	Customer Via Instashop	Finance		Velocity International Trading LLC	422.740	Fully Invoiced
VSO/2500173	10456891	2025-10-24 16:20:51	Paws & Relax Pets Salon LLC	Orders & Dispatch		Velocity International Trading LLC	926.100	Fully Invoiced
VSO/2500171	10456889	2025-10-24 16:05:23	Iris Pet Animal Accessories LLC	Orders & Dispatch		Velocity International Trading LLC	6,059.180	Fully Invoiced
VSO/2500170	10456885	2025-10-24 15:58:33	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	206.330	Fully Invoiced
VSO/2500169	10456884	2025-10-24 15:55:03	DME Group for Animals & Birds Feed Trading Co. LLC	Orders & Dispatch		Velocity International Trading LLC	787.500	Fully Invoiced
VSO/2500166	10456882	2025-10-24 15:14:42	Pet Sky DMCC	Orders & Dispatch		Velocity International Trading LLC	6,697.970	Fully Invoiced
VSO/2500165	10456881	2025-10-24 15:02:46	Paws & Relax Pets Salon LLC	Orders & Dispatch		Velocity International Trading LLC	823.200	Fully Invoiced
VSO/2500164	10456880	2025-10-24 14:54:20	Animal Zone LLC	Orders & Dispatch		Velocity International Trading LLC	787.500	Fully Invoiced
VSO/2500163	#10456879	2025-10-24 14:07:44	Pets on click	Orders & Dispatch		Velocity International Trading LLC	6,296.580	Fully Invoiced
VSO/2500158	Careem Order No: 134132778	2025-10-24 12:48:12	Customer Via Careem	Finance		Velocity International Trading LLC	127.850	Fully Invoiced
VSO/2500157	Careem Order No: 134039185	2025-10-24 12:41:50	Customer Via Careem	Finance		Velocity International Trading LLC	70.000	Fully Invoiced
VSO/2500156	Careem Order No: 133924843	2025-10-24 12:31:45	Customer Via Careem	Finance		Velocity International Trading LLC	43.000	Fully Invoiced
VSO/2500072	WC#10456877	2025-10-24 12:29:36	McWild Animal Feeds Trading LLC	Orders & Dispatch		Velocity International Trading LLC	2,801.230	Fully Invoiced
VSO/2500149	Careem Order No: 133909272	2025-10-24 12:24:50	Customer Via Careem	Hafnas Nasar		Velocity International Trading LLC	46.000	Fully Invoiced
VSO/2500146	Careem Order No: 133874721	2025-10-24 12:16:39	Customer Via Careem	Hafnas Nasar		Velocity International Trading LLC	59.990	Fully Invoiced
VSO/2500071	WC#10456874	2025-10-24 12:03:19	Aquarium Planet For Fish And Live Animals Trading LLC	Orders & Dispatch		Velocity International Trading LLC	2,784.630	Fully Invoiced
VSO/2500117	ORDER NO: 10456887	2025-10-23 22:18:11	Y E S International Trading LLC	Finance		Velocity International Trading LLC	1,389.150	Fully Invoiced
VSO/2500119	Order No: 10456886	2025-10-23 22:18:03	Y E S International Trading LLC	Finance		Velocity International Trading LLC	1,693.130	Fully Invoiced
VSO/2500120	Order No: 10456888	2025-10-23 22:15:53	Y E S International Trading LLC	Finance		Velocity International Trading LLC	5,470.830	Fully Invoiced
VSO/2500143	Careem order : 133657664	2025-10-23 22:03:13	Customer Via Careem	Finance		Velocity International Trading LLC	177.500	Fully Invoiced
VSO/2500142	133591476	2025-10-23 21:47:29	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	244.000	Fully Invoiced
VSO/2500141	133525318	2025-10-23 21:32:28	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	428.510	Fully Invoiced
VSO/2500140	133459701	2025-10-23 21:31:10	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	30.010	Fully Invoiced
VSO/2500138	132851072	2025-10-23 21:29:38	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	115.000	Fully Invoiced
VSO/2500139	133388729	2025-10-23 21:23:37	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	799.970	Fully Invoiced
VSO/2500137	#132702445	2025-10-23 21:20:56	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	137.990	Fully Invoiced
VSO/2500136	#132532535	2025-10-23 21:19:47	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	79.900	Fully Invoiced
VSO/2500135	#132471797	2025-10-23 21:18:56	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	94.500	Fully Invoiced
VSO/2500134	#132454044	2025-10-23 21:14:05	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	59.990	Fully Invoiced
VSO/2500127	#132325506	2025-10-23 21:12:30	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	114.990	Fully Invoiced
VSO/2500125	#131876481	2025-10-23 21:09:11	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	586.990	Fully Invoiced
VSO/2500124	131665948	2025-10-23 21:01:08	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	70.000	Fully Invoiced
VSO/2500123	#131622485	2025-10-23 20:56:44	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	145.990	Fully Invoiced
VSO/2500122	#131595622	2025-10-23 20:46:36	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	196.000	Fully Invoiced
VSO/2500121	131466416	2025-10-23 20:44:36	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	115.000	Fully Invoiced
VSO/2500118	#131259041	2025-10-23 20:36:31	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	71.910	Fully Invoiced
VSO/2500129	Insta cash order 21/10/2025	2025-10-23 20:05:55	Customer Via Careem	Finance		Velocity International Trading LLC	46.700	Fully Invoiced
VSO/2500128	Instashop Orders: 21-10-2025	2025-10-23 19:58:21	Customer Via Instashop	Finance		Velocity International Trading LLC	1,460.140	Fully Invoiced
VSO/2500126	Instashop Orders 20-10-2025	2025-10-23 19:52:06	Customer Via Instashop	Finance		Velocity International Trading LLC	782.330	Fully Invoiced
VSO/2500097	InstaShop Cash order 19-10-2025	2025-10-23 19:50:18	Customer Via Instashop	Finance		Velocity International Trading LLC	92.580	Fully Invoiced
VSO/2500096	Instashop Orders 19-10-2025	2025-10-23 19:45:37	Customer Via Instashop	Finance		Velocity International Trading LLC	1,310.390	Fully Invoiced
VSO/2500095	Instashop Orders 18-10-2025	2025-10-23 19:41:54	Customer Via Instashop	Finance		Velocity International Trading LLC	1,690.080	Fully Invoiced
VSO/2500094	Instashop Orders 17-10-2025	2025-10-23 19:34:33	Customer Via Instashop	Finance		Velocity International Trading LLC	992.590	Fully Invoiced
VSO/2500087	Instashop 16-10-2025	2025-10-23 19:29:15	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,362.280	Fully Invoiced
VSO/2500083	Instashop Orders 15-10-2025	2025-10-23 19:24:05	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	3,733.230	Fully Invoiced
VSO/2500116	#131063127	2025-10-23 12:53:52	Customer Via Careem	Orders & Dispatch		Velocity International Trading LLC	104.590	Fully Invoiced
VSO/2500089	Manual order	2025-10-23 11:02:12	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,654.790	Fully Invoiced
VSO/2500038	WSOrder #10456876	2025-10-22 22:47:39	DME Group for Animals & Birds Feed Trading Co. LLC	Orders & Dispatch		Velocity International Trading LLC	226.300	Fully Invoiced
VSO/2500069	WC#10456873	2025-10-22 22:40:29	DME Group for Animals & Birds Feed Trading Co. LLC	Orders & Dispatch		Velocity International Trading LLC	203.810	Fully Invoiced
VSO/2500066	WS#10456870	2025-10-22 22:37:40	SNH Packing General Trading LLC	Orders & Dispatch		Velocity International Trading LLC	4,611.600	Fully Invoiced
VSO/2500082	Instashop Orders 14-10-2025	2025-10-22 22:33:19	Customer Via Instashop	Finance		Velocity International Trading LLC	1,988.950	Fully Invoiced
VSO/2500080	Instashop order 13-10-2025	2025-10-22 22:31:42	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,437.920	Fully Invoiced
VSO/2500077	Instashop Orders 12-10-2025	2025-10-22 22:29:17	Customer Via Instashop	Finance		Velocity International Trading LLC	1,490.980	Fully Invoiced
VSO/2500076	Instashop Orders 11-10-2025	2025-10-22 22:25:48	Customer Via Instashop	Finance		Velocity International Trading LLC	497.240	Fully Invoiced
VSO/2500075	Instashop Orders 10-10-2025	2025-10-22 22:24:22	Customer Via Instashop	Finance		Velocity International Trading LLC	1,274.680	Fully Invoiced
VSO/2500074	Instashop orders 09-10-2025	2025-10-22 22:20:38	Customer Via Instashop	Finance		Velocity International Trading LLC	2,511.740	Fully Invoiced
VSO/2500073	Instashop Orders 08-10-2025	2025-10-22 21:56:52	Customer Via Instashop	Finance		Velocity International Trading LLC	2,276.750	Fully Invoiced
VSO/2500070	Instashop Orders 7-10-2025	2025-10-22 20:58:56	Customer Via Instashop	Finance		Velocity International Trading LLC	1,770.180	Fully Invoiced
VSO/2500065	WS#10456869	2025-10-22 20:56:11	Meowtropolis Cat Cafe	Orders & Dispatch		Velocity International Trading LLC	551.250	Fully Invoiced
VSO/2500067	Instashop Orders 07-10-2025 (Cash Order )	2025-10-22 20:51:05	Customer Via Instashop	Finance		Velocity International Trading LLC	494.680	Fully Invoiced
VSO/2500062	Instashop Orders 06-10-2025	2025-10-22 20:48:55	Customer Via Instashop	Finance		Velocity International Trading LLC	494.630	Fully Invoiced
VSO/2500064	WC#10456867	2025-10-22 20:42:21	The Pet Shack Animal Accessories Trading LLC	Orders & Dispatch		Velocity International Trading LLC	6,615.000	Fully Invoiced
VSO/2500063	WC#10456864	2025-10-22 20:37:57	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	354.000	Fully Invoiced
VSO/2500061	WC #10456863	2025-10-22 20:36:18	AL DAHIBA FOR THE MILLING AND FEED TRADE	Orders & Dispatch		Velocity International Trading LLC	1,339.230	Fully Invoiced
VSO/2500060	WC#10456862	2025-10-22 20:34:43	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	254.100	Fully Invoiced
VSO/2500059	WC#10456861	2025-10-22 20:19:17	Smart Pets Care LLC - S.C.P	Orders & Dispatch		Velocity International Trading LLC	472.500	Fully Invoiced
VSO/2500058	WC#10456858	2025-10-22 20:02:54	The Pet Stop Trading LLC	Orders & Dispatch		Velocity International Trading LLC	4,221.280	Fully Invoiced
VSO/2500057	WS #10456857	2025-10-22 19:57:45	Pet Lounge Veterinary Clinic LLC	Orders & Dispatch		Velocity International Trading LLC	1,260.000	Fully Invoiced
VSO/2500054	Instashop orders 05-10-2025	2025-10-22 19:53:09	Customer Via Instashop	Finance		Velocity International Trading LLC	613.200	Fully Invoiced
VSO/2500056	WS#10456856	2025-10-22 19:50:12	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	212.490	Fully Invoiced
VSO/2500055	WC#10456855	2025-10-22 19:46:17	Beauty Pets	Orders & Dispatch		Velocity International Trading LLC	1,684.080	Fully Invoiced
VSO/2500053	WC#10456854	2025-10-22 19:45:00	20 Plaza LLC	Orders & Dispatch		Velocity International Trading LLC	1,971.900	Fully Invoiced
VSO/2500048	Instashop Orders 04-10-2025	2025-10-22 19:42:55	Customer Via Instashop	Finance		Velocity International Trading LLC	1,261.130	Fully Invoiced
VSO/2500040	Instashop orders 03-10-2025	2025-10-22 19:31:37	Customer Via Instashop	Finance		Velocity International Trading LLC	1,809.260	Fully Invoiced
VSO/2500052	WC10456853	2025-10-22 19:14:46	Shamardal Bird Accessories Trading.	Orders & Dispatch		Velocity International Trading LLC	1,532.530	Fully Invoiced
VSO/2500051	WS#10456852	2025-10-22 19:11:27	Aqua Pet Care LLC	Orders & Dispatch		Velocity International Trading LLC	1,860.890	Fully Invoiced
VSO/2500050	WC#10456850	2025-10-22 19:05:28	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	18,030.420	Fully Invoiced
VSO/2500049	WS#10456851	2025-10-22 19:03:02	Parabath Pet Food & Accessories Supplies	Orders & Dispatch		Velocity International Trading LLC	1,841.530	Fully Invoiced
VSO/2500047	WC#10456849	2025-10-22 19:01:13	Waggin Tails Pets Supplements Trading LLC	Orders & Dispatch		Velocity International Trading LLC	781.200	Fully Invoiced
VSO/2500046	WC #10456848	2025-10-22 18:58:21	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	216.990	Fully Invoiced
VSO/2500045	WC#10456847	2025-10-22 18:50:53	DME Group for Animals & Birds Feed Trading Co. LLC	Orders & Dispatch		Velocity International Trading LLC	269.990	Fully Invoiced
VSO/2500044	WC#10456846	2025-10-22 18:45:51	Pet Magnet	Orders & Dispatch		Velocity International Trading LLC	681.510	Fully Invoiced
VSO/2500093	Return Pump order	2025-10-22 11:10:51	Amal Raj - Cash Customer	Finance		Velocity International Trading LLC	1,113.000	Fully Invoiced
VSO/2500043	WC # 10456845	2025-10-21 20:42:21	Best Pets Unlimited Trading L.L.C	Orders & Dispatch		Velocity International Trading LLC	2,809.800	Fully Invoiced
VSO/2500042	WC10456841	2025-10-21 20:31:31	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	672.000	Fully Invoiced
VSO/2500041	WC#10456839	2025-10-21 20:19:59	AQUARIUM LIVES CENTRE - SOLE PROPRIETORSHIP L.L.C. - BRANCH	Orders & Dispatch		Velocity International Trading LLC	740.760	Fully Invoiced
VSO/2500033	WS10456837	2025-10-21 20:11:42	Al Mushrif Aquarium Fish Trading LLC	Orders & Dispatch		Velocity International Trading LLC	965.790	Fully Invoiced
VSO/2500039	WC#10456835	2025-10-21 19:29:48	Animal Zone LLC (Branch)	Orders & Dispatch		Velocity International Trading LLC	719.970	Fully Invoiced
VSO/2500009		2025-10-21 19:00:50	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	2,668.840	Fully Invoiced
VSO/2500005		2025-10-21 15:34:00	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	9,189.740	Fully Invoiced
VSO/2500004	9411769087144 / ASIN A03952325PN	2025-10-21 14:56:29	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	1,065.570	Fully Invoiced
VSO/2500003	9411075289649 / ASIN A03924020PN	2025-10-21 14:50:22	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	994.680	Fully Invoiced
VSO/2500001	9411260369611 / ASIN AO3939872PN	2025-10-21 14:40:16	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	1,539.840	Fully Invoiced
VSO/2500090		2025-10-20 20:54:47	Cash Customer	Hafnas Nasar		Velocity International Trading LLC	4.410	Fully Invoiced
VSO/2500035	Instashop orders 02-10-2025	2025-10-17 21:49:12	Customer Via Instashop	Finance		Velocity International Trading LLC	1,528.660	Fully Invoiced
VSO/2500068	Instashop order 01-10-2025 (Cash order)	2025-10-17 21:36:07	Customer Via Instashop	Finance		Velocity International Trading LLC	160.950	Fully Invoiced
VSO/2500034	InstaShop Orders 01-10-2025	2025-10-17 21:16:17	Customer Via Instashop	Finance		Velocity International Trading LLC	3,060.160	Fully Invoiced
VSO/2500027	Instashop Orders 30-09-2025	2025-10-17 21:12:51	Customer Via Instashop	Finance		Velocity International Trading LLC	856.460	Fully Invoiced
VSO/2500024	Insta shop Orders 29-09-2025	2025-10-17 20:44:23	Customer Via Instashop	Finance		Velocity International Trading LLC	909.550	Fully Invoiced
VSO/2500020	Insta Shop Orders 28-09-2025	2025-10-17 20:34:35	Customer Via Instashop	Finance		Velocity International Trading LLC	2,018.110	Fully Invoiced
VSO/2500019	Instashop Orders 27-9-2025	2025-10-17 19:39:28	Customer Via Instashop	Finance		Velocity International Trading LLC	1,201.370	Fully Invoiced
VSO/2500031	WS10456834	2025-10-14 20:31:34	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	500.710	Fully Invoiced
VSO/2500030	Order #10456833	2025-10-14 20:29:11	Super Lucky Pets LLC	Orders & Dispatch		Velocity International Trading LLC	3,291.970	Fully Invoiced
VSO/2500029	WS10456832	2025-10-14 20:23:46	Nine Tails Pets Grooming	Orders & Dispatch		Velocity International Trading LLC	1,442.250	Fully Invoiced
VSO/2500028	WS10456831	2025-10-14 20:21:51	Animal Zone LLC	Orders & Dispatch		Velocity International Trading LLC	2,323.690	Fully Invoiced
VSO/2500026	WS10456830	2025-10-14 20:19:29	DME Group for Animals & Birds Feed Trading Co. LLC	Orders & Dispatch		Velocity International Trading LLC	525.430	Fully Invoiced
VSO/2500022	WS 10456826	2025-10-14 19:39:50	DME Group for Animals & Birds Feed Trading Co. LLC	Orders & Dispatch		Velocity International Trading LLC	157.500	Fully Invoiced
VSO/2500002	Manual order	2025-10-14 14:37:06	Kindai Aquatic Fish & Live Animal Trading LLC	Orders & Dispatch		Velocity International Trading LLC	2,520.000	Fully Invoiced
VSO/2500021	Neel	2025-10-14 12:33:51	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	1,452.410	Fully Invoiced
VSO/2500017	Order #10456829	2025-10-13 20:19:50	Haiwanati Pets Trading LLC	Hafnas Nasar		Velocity International Trading LLC	203.810	Fully Invoiced
VSO/2500016	SEP 27 10456824	2025-10-13 20:00:23	Pets Lounge Pets Grooming LLC	Hafnas Nasar		Velocity International Trading LLC	3,118.500	Fully Invoiced
VSO/2500015		2025-10-13 19:53:06	Paws & Relax Pets Salon LLC	Hafnas Nasar		Velocity International Trading LLC	2,058.000	Fully Invoiced
VSO/2500013		2025-10-13 19:03:51	Amore Veterinary Clinic	Hafnas Nasar		Velocity International Trading LLC	647.850	Fully Invoiced
VSO/2500012	WC#10456825	2025-10-13 18:49:13	Perkpets Grooming Station & Pet shop	Orders & Dispatch		Velocity International Trading LLC	1,105.350	Fully Invoiced
VSO/2500011	WC#10456836	2025-10-13 17:29:13	Pets on click	Orders & Dispatch		Velocity International Trading LLC	651.840	Fully Invoiced
VSO/2500010	WC#10456838	2025-10-13 17:09:45	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	187.500	Fully Invoiced
no (288)							739,881.364	
VSO/2601436		2026-03-06 12:59:19	shad	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
SHPAE_PC4365		2026-03-06 12:30:06	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	504.000	Nothing to Invoice
SHPAE_PC4360		2026-03-06 11:05:37	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	384.000	Nothing to Invoice
SHPAE_PC4359		2026-03-06 10:48:02	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	252.000	Nothing to Invoice
SHPAE_PC4347		2026-03-06 06:17:45	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	119.200	Nothing to Invoice
SHPAE_PC4345		2026-03-06 02:55:48	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	140.240	Nothing to Invoice
VSO/2601403		2026-03-05 16:31:59	shad	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601402		2026-03-05 16:30:18	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601401		2026-03-05 16:28:32	shad	Hafnas Nasar		Velocity International Trading LLC	400.000	Nothing to Invoice
VSO/2601400		2026-03-05 15:56:28	himanshu	Hafnas Nasar		Velocity International Trading LLC	19.040	Nothing to Invoice
VSO/2601399		2026-03-05 15:47:28	vivek sir	Hafnas Nasar		Velocity International Trading LLC	0.950	Nothing to Invoice
VSO/2601398		2026-03-05 15:42:30	shad	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601397		2026-03-05 14:51:13	vivek sir	Hafnas Nasar		Velocity International Trading LLC	80.000	Nothing to Invoice
VSO/2601396		2026-03-05 14:49:38	vivek sir	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601395		2026-03-05 14:43:02	Customer Via Careem	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601394		2026-03-05 14:41:25	vivek sir	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601393		2026-03-05 14:16:44	vivek sir	Hafnas Nasar		Velocity International Trading LLC	16.800	Nothing to Invoice
VSO/2601392		2026-03-05 14:16:14	vivek sir	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601391		2026-03-05 12:43:38	himanshu	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601390		2026-03-05 12:05:52	shad	Hafnas Nasar		Velocity International Trading LLC	420.000	Nothing to Invoice
VSO/2601389		2026-03-05 12:01:23	shad	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601388		2026-03-05 12:00:28	Customer Via Careem	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601387		2026-03-05 11:57:18	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601386		2026-03-05 11:51:23	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2601385		2026-03-05 10:59:17	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	0.950	Nothing to Invoice
SHPAE_PC4300		2026-03-05 10:20:13	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	108.000	Nothing to Invoice
SHPAE_PC4299		2026-03-05 10:10:31	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	208.800	Nothing to Invoice
SHPAE_PC4297		2026-03-05 09:26:26	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	1,008.000	Nothing to Invoice
SHPAE_PC4296		2026-03-05 08:57:15	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	384.000	Nothing to Invoice
SHPAE_PC4243		2026-03-04 11:28:57	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	176.400	Nothing to Invoice
SHPAE_PC4219		2026-03-03 22:10:47	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	437.600	Nothing to Invoice
SHPAE_PC4178		2026-03-03 10:54:09	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	234.000	Nothing to Invoice
SHPAE_PC4164		2026-03-03 01:10:00	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	252.000	Nothing to Invoice
SHPAE_PC4134		2026-03-02 12:41:53	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	172.800	Nothing to Invoice
SHPAE_PC4114		2026-03-01 16:17:50	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	145.800	Nothing to Invoice
SHPAE_PC4112		2026-03-01 15:37:58	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	204.000	Nothing to Invoice
SHPAE_PC4059		2026-02-27 17:16:24	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	342.810	Nothing to Invoice
SHPAE_PC4058		2026-02-27 16:13:55	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	639.990	Nothing to Invoice
SHPAE_PC4055		2026-02-27 15:17:49	Customer Via Pet Central	OdooBot		Velocity International Trading LLC	128.400	Nothing to Invoice
